Signi70,Sp70,Sp70/Sbg70,Sconv70,Stot70,FWHMa70,FWHMb070,PA070,Signi160,Sp160,Sp160/Sbg160,Sconv160,Stot160,FWHMa160,FWHMb160,PA160,Signi250,Sp250,Sp250/Sbg250,Sconv250,Stot250,FWHMa250,FWHMb250,PA250,Signi350,Sp350,Sp350/Sbg350,Sconv350,Stot350,FWHMa350,FWHMb350,PA350,Signi500,Sp500,Sp500/Sbg500,Stot500,FWHMa500,FWHMb500,PA500,SigniNH2,NpH2,NpH2/NbgH2,NconvH2,NbgH2,FWHMaNH2,FWHMbNH2,PANH2,NSED,Region,Coretype
2.7,-0.033,1.36,-0.28,0.028,64.0,19.0,-42.0,0.0,0.12,0.2,0.7,1.2,12.0,56.0,54.0,51.0,0.25,0.2,0.48,0.98,40.0,26.0,-35.0,16.6,0.28,0.19,0.37,0.69,43.0,30.0,-25.0,18.9,0.27,0.18,0.46,47.0,42.0,-34.0,24.6,1.55,0.28,0.8,5.6,41.0,28.0,-17.0,3.0,Lupus,1
0.0,0.00386,0.06,0.0731,0.0225,144.0,119.0,25.0,0.0,0.112,0.13,1.14,11.5,116.0,101.0,93.0,0.0,0.232,0.11,0.756,4.42,78.0,75.0,131.0,6.2,0.179,0.09,0.322,1.58,94.0,50.0,99.0,6.2,0.232,0.13,1.48,90.0,73.0,15.0,9.4,0.7,0.23,0.6,3.2,99.0,50.0,99.0,0.0,Ophiuchus,1
2.2,-0.026,0.938,-0.17,-0.056,53.0,16.4,60.2,8.6,0.11,0.898,0.45,1.1,53.0,29.2,46.2,15.5,0.19,0.567,0.34,0.71,57.2,21.9,40.3,19.3,0.3,0.851,0.36,0.75,57.4,24.9,41.2,17.6,0.24,0.682,0.38,57.9,36.3,45.5,16.1,10.4,0.5,0.2,19.9,58.4,21.7,38.4,4.0,Cepheus,1
38.0,0.0582,0.04,0.211,0.288,43.0,8.0,32.0,46.3,1.16,0.15,3.28,4.46,34.0,20.0,-41.0,28.8,1.18,0.16,1.78,2.2,37.0,19.0,-48.0,19.3,0.59,0.1,0.689,0.541,36.0,25.0,128.0,9.6,0.428,0.1,0.6,43.0,36.0,-35.0,8.3,0.6,0.1,0.2,6.0,40.0,18.0,-10.0,3.0,Orion,1
0.0,0.00392,-1.4,0.0634,-0.488,75.0,65.0,43.0,0.0,0.0764,0.0,0.456,1.73,72.0,51.0,42.0,13.2,0.325,0.88,0.761,2.07,47.0,35.0,111.0,18.7,0.407,0.78,0.572,1.35,47.0,31.0,117.0,20.0,0.357,0.62,0.713,62.0,36.0,120.0,25.2,2.4,0.77,5.6,14.3,41.0,30.0,110.0,4.0,Taurus,1
0.0,0.012,0.18,0.215,-0.142,103.0,91.0,-16.0,0.0,0.189,0.13,1.08,4.54,64.0,50.0,10.0,6.2,0.319,0.16,0.813,2.39,49.0,41.0,45.0,6.8,0.377,0.19,0.606,1.85,50.0,45.0,56.0,6.5,0.193,0.09,0.511,76.0,50.0,1.0,15.4,1.0,0.24,0.7,5.0,45.0,29.0,34.0,4.0,Orion,1
0.6,-0.034,-0.111,-0.12,-0.049,50.8,8.4,102.5,75.1,1.2,0.546,2.8,4.2,30.2,19.0,100.8,84.5,1.7,0.747,1.9,2.7,25.4,18.2,98.5,53.0,1.0,0.611,0.95,1.1,26.7,24.9,100.5,22.6,0.31,0.248,0.17,36.3,36.3,85.2,23.1,15.7,0.6,0.2,24.75,23.0,18.2,142.4,4.0,Cepheus,1
0.0,0.0048,0.13,0.09,-0.61,127.0,112.0,-4.0,4.7,-0.097,-0.47,-0.66,0.096,0.0,119.0,67.0,-47.0,0.13,0.14,0.44,3.0,95.0,76.0,12.0,6.0,0.17,0.24,0.31,1.8,91.0,64.0,8.0,7.5,0.18,0.31,0.88,79.0,63.0,7.0,7.3,0.52,0.45,0.4,1.1,73.0,59.0,2.0,2.0,Lupus,1
0.0,0.0348,0.58,0.437,0.047,48.0,42.0,80.0,0.0,0.116,0.11,0.561,0.989,44.0,42.0,44.0,6.4,0.249,0.14,0.443,0.654,38.0,24.0,174.0,7.9,0.314,0.16,0.387,0.523,40.0,26.0,171.0,0.0,0.29,0.14,0.327,39.0,36.0,163.0,9.8,1.0,0.29,0.7,5.0,39.0,29.0,188.0,2.0,Aquilia,1
2.6,-0.0172,-0.29,-0.0897,0.00293,67.0,11.0,-20.0,6.5,0.133,0.15,0.382,0.59,54.0,16.0,85.0,12.3,0.313,0.29,0.623,1.34,40.0,28.0,76.0,12.5,0.325,0.29,0.431,0.823,44.0,29.0,75.0,10.3,0.246,0.25,0.36,50.0,36.0,76.0,11.9,0.8,0.36,0.4,2.0,40.0,31.0,69.0,4.0,Orion,1
0.0,0.00723,-1.61,0.129,-0.0713,99.0,91.0,128.0,0.0,0.0733,0.0,0.502,2.35,89.0,85.0,18.0,8.4,0.172,0.77,0.433,1.33,64.0,34.0,40.0,9.3,0.195,0.91,0.322,1.05,67.0,41.0,35.0,7.8,0.132,0.53,0.332,75.0,39.0,29.0,7.4,0.6,0.28,1.9,9.0,78.0,39.0,27.0,4.0,Taurus,1
3.8,-0.0073,-2.135,-0.027,0.0082,36.4,10.1,1.7,0.0,0.038,0.404,0.14,-0.0025,43.3,28.6,164.4,6.3,0.11,0.616,0.13,0.2,25.1,20.4,3.5,0.0,0.1,0.3,0.11,0.16,30.8,26.7,39.3,5.9,0.13,0.742,0.14,41.4,36.3,1.1,8.9,8.1,0.5,0.1,15.86,24.6,21.5,24.1,2.0,Cepheus,1
0.0,0.0115,0.18,0.156,-0.00972,59.0,44.0,60.0,0.0,0.155,0.17,0.692,1.35,42.0,36.0,10.0,8.3,0.279,0.23,0.484,0.79,38.0,23.0,-6.0,11.6,0.271,0.21,0.32,0.458,37.0,25.0,-7.0,9.8,0.193,0.16,0.229,45.0,36.0,4.0,14.9,0.9,0.31,0.4,3.0,34.0,24.0,-33.0,4.0,Orion,1
0.0,0.0183,0.31,0.246,-0.0646,53.0,46.0,130.0,7.7,0.379,0.31,1.67,2.55,41.0,36.0,52.0,9.5,0.741,0.3,1.43,2.42,34.0,30.0,83.0,10.5,0.713,0.3,0.898,1.38,36.0,29.0,72.0,9.5,0.497,0.23,0.619,41.0,37.0,86.0,12.6,2.0,0.41,1.0,6.0,35.0,25.0,83.0,4.0,Aquilia,1
0.0,0.0304,0.22,0.231,0.225,30.0,25.0,28.0,14.5,0.38,0.18,0.637,0.823,24.0,14.0,121.0,15.5,0.521,0.2,0.597,0.649,24.0,18.0,-47.0,10.8,0.24,0.11,0.287,0.235,39.0,25.0,-48.0,0.0,0.135,0.06,0.0566,36.0,36.0,115.0,16.6,0.8,0.21,0.3,4.0,25.0,18.0,114.0,3.0,Orion,1
0.0,0.0301,0.47,0.449,0.373,61.0,57.0,9.0,0.0,0.177,0.21,0.882,1.88,58.0,36.0,56.0,6.2,0.179,0.22,0.346,0.734,49.0,24.0,61.0,6.3,0.201,0.26,0.255,0.471,43.0,26.0,60.0,0.0,0.189,0.23,0.303,44.0,37.0,43.0,7.3,0.5,0.35,0.2,1.0,35.0,27.0,85.0,3.0,Orion,1
6.0,-0.025,3.35,-0.33,0.28,78.0,36.0,-41.0,0.0,0.0025,0.01,0.013,0.32,9.4,122.0,35.0,49.0,0.19,0.26,0.34,0.73,52.0,21.0,15.0,10.6,0.2,0.31,0.29,0.64,56.0,29.0,17.0,11.4,0.17,0.27,0.31,64.0,36.0,22.0,15.0,0.76,0.43,0.4,1.8,51.0,27.0,9.0,4.0,Lupus,1
3.3,-0.04,1.686,-0.27,-0.14,38.0,20.1,166.6,0.0,0.014,0.34,0.064,0.22,46.7,39.2,7.5,5.9,0.096,0.502,0.14,0.2,46.6,18.3,90.4,5.9,0.1,0.503,0.12,0.17,38.9,24.9,97.7,6.8,0.13,0.582,0.12,36.3,36.3,147.8,8.5,6.3,0.3,0.1,20.83,35.0,18.2,93.4,3.0,Cepheus,1
2.7,-0.025,-2.22,-0.425,-1.13,144.0,60.0,123.0,6.8,0.096,0.3,0.644,3.42,140.0,62.0,72.0,6.5,0.255,0.64,0.847,6.1,103.0,69.0,35.0,9.4,0.3,0.74,0.558,3.7,89.0,62.0,20.0,9.5,0.268,0.65,1.44,84.0,57.0,10.0,8.5,0.8,0.33,3.1,12.0,118.0,98.0,12.0,4.0,Taurus,1
0.0,0.024,0.916,0.25,0.076,42.7,36.4,59.1,0.0,0.046,0.505,0.2,0.068,43.2,39.7,103.9,8.0,0.15,1.27,0.18,0.31,25.7,21.2,118.1,5.8,0.13,1.022,0.13,0.17,30.2,24.9,148.3,0.0,0.05,0.309,0.039,41.1,36.3,101.9,5.7,4.8,0.4,0.1,12.69,37.6,18.2,94.5,2.0,Cepheus,1
0.0,0.00523,-2.64,0.0999,-1.48,146.0,133.0,97.0,0.0,0.0989,0.0,0.703,5.47,116.0,93.0,6.0,10.3,0.364,0.6,1.139,6.77,78.0,59.0,106.0,16.5,0.488,0.66,0.907,5.66,83.0,64.0,105.0,20.1,0.517,0.65,2.96,88.0,66.0,111.0,21.7,3.0,0.7,10.8,18.9,77.0,62.0,116.0,4.0,Taurus,1
0.0,0.037,0.53,0.74,-1.7,236.0,228.0,-71.0,0.0,0.093,0.31,0.71,12.0,6.2,224.0,204.0,71.0,0.23,0.36,0.84,14.0,161.0,120.0,28.0,7.3,0.27,0.44,0.53,6.5,126.0,95.0,-1.0,8.9,0.21,0.37,2.6,119.0,104.0,-27.0,9.9,0.8,0.77,0.7,1.0,121.0,101.0,6.0,3.0,Lupus,1
3.5,-0.023,1.897,-0.33,0.095,109.4,49.5,102.1,0.0,0.0036,0.018,0.023,1.6,143.1,73.0,118.3,0.0,0.086,0.162,0.26,1.4,86.2,71.0,162.9,7.8,0.12,0.263,0.21,1.1,97.2,53.6,120.6,9.9,0.21,0.607,0.67,75.7,47.0,79.3,9.3,6.2,0.3,0.2,18.64,87.8,56.2,125.1,2.0,Cepheus,1
2.0,-0.01,1.03,-2.8,0.0064,47.0,29.0,103.0,6.0,0.048,0.22,3.8,0.21,47.0,18.0,85.0,9.0,0.067,0.17,3.1,0.18,46.0,21.0,89.0,9.0,0.12,0.32,3.7,0.2,33.0,24.0,3.0,9.0,0.113,0.3,0.13,36.0,36.0,71.0,5.0,0.33,0.23,0.14,1.44,29.0,24.0,171.0,4.0,Corona Australis,1
0.0,0.0085,1.902,0.14,-0.069,104.0,89.9,27.9,6.3,0.084,2.184,0.51,2.7,86.4,73.4,132.8,11.3,0.26,2.551,0.71,3.1,71.4,49.4,146.3,18.5,0.31,2.234,0.5,2.0,74.7,48.5,163.4,19.9,0.31,2.948,1.1,71.3,55.5,157.1,20.8,13.2,1.3,0.3,10.42,74.2,45.0,161.8,4.0,Cepheus,1
0.0,0.00798,-1.83,0.0874,-0.00433,41.0,36.0,119.0,0.0,0.0489,0.0,0.203,0.268,43.0,30.0,75.0,15.7,0.307,0.34,0.374,0.507,23.0,20.0,43.0,21.4,0.381,0.36,0.426,0.463,32.0,25.0,72.0,23.9,0.411,0.45,0.478,52.0,36.0,73.0,24.7,3.0,0.42,5.0,30.2,28.0,22.0,46.0,4.0,Taurus,1
26.8,0.177,0.21,1.25,2.3,35.0,20.0,-3.0,44.1,0.989,0.21,2.62,3.45,41.0,16.0,-12.0,39.8,1.3,0.34,1.81,2.57,33.0,18.0,-11.0,27.2,0.756,0.27,0.918,1.11,41.0,25.0,-13.0,14.4,0.462,0.22,0.412,44.0,36.0,-21.0,21.0,0.9,0.37,0.3,3.0,29.0,19.0,-11.0,4.0,Orion,1
0.0,0.012,0.22,0.178,0.729,62.0,54.0,57.0,10.2,0.317,0.47,1.22,2.56,36.0,30.0,60.0,9.6,0.455,0.63,0.928,1.94,40.0,29.0,22.0,10.6,0.344,0.47,0.469,0.858,41.0,32.0,17.0,7.0,0.22,0.34,0.35,55.0,40.0,16.0,7.8,0.5,0.37,0.3,1.0,52.0,34.0,3.0,4.0,Orion,1
0.0,0.00126,0.0,0.0216,-0.434,99.0,71.0,135.0,0.0,0.0639,0.0,0.444,2.91,98.0,87.0,53.0,0.0,0.131,0.0,0.401,1.76,71.0,57.0,179.0,6.1,0.149,0.24,0.219,0.592,68.0,30.0,123.0,10.6,0.248,0.43,0.59,66.0,39.0,163.0,11.5,1.0,0.17,2.5,30.9,77.0,27.0,139.0,4.0,Taurus,1
2.8,-0.017,0.0,-0.0587,-0.0309,33.0,9.0,70.0,0.0,0.0294,0.0,0.0867,0.0596,29.0,24.0,136.0,9.4,0.111,0.2,0.128,0.129,24.0,18.0,153.0,9.3,0.113,0.21,0.112,0.0742,25.0,25.0,147.0,0.0,0.0457,0.0,0.0169,36.0,36.0,118.0,13.2,0.9,0.24,1.2,26.9,25.0,19.0,157.0,3.0,Taurus,1
0.4,-0.0049,-0.04,-0.088,-0.38,98.0,89.0,-14.0,0.0,0.1,0.2,0.75,3.7,8.6,107.0,105.0,49.0,0.19,0.32,0.5,1.7,76.0,38.0,-50.0,9.4,0.17,0.31,0.26,0.82,78.0,33.0,-53.0,11.9,0.16,0.35,0.56,75.0,49.0,-57.0,15.1,0.45,0.47,0.3,1.0,74.0,36.0,-58.0,3.0,Lupus,1
0.0,0.0419,0.45,0.519,0.587,45.0,44.0,29.0,0.0,0.0237,0.02,0.116,0.451,46.0,41.0,82.0,6.4,0.224,0.15,0.334,0.507,31.0,21.0,-46.0,7.0,0.213,0.15,0.265,0.407,37.0,28.0,115.0,0.0,0.208,0.17,0.257,40.0,36.0,120.0,13.9,0.9,0.34,0.4,3.0,34.0,24.0,88.0,3.0,Orion,1
0.0,0.0255,0.41,0.353,-0.195,55.0,48.0,112.0,0.0,0.0466,0.05,0.266,0.872,59.0,51.0,-48.0,6.2,0.152,0.11,0.303,0.532,47.0,25.0,-37.0,9.8,0.281,0.2,0.356,0.579,42.0,27.0,-30.0,8.2,0.214,0.17,0.268,53.0,36.0,-39.0,9.4,0.5,0.13,0.2,4.0,52.0,20.0,-30.0,4.0,Orion,1
0.0,0.00901,0.1,0.109,0.328,45.0,41.0,-19.0,6.1,0.155,0.12,0.565,0.679,33.0,30.0,56.0,7.1,0.222,0.14,0.317,0.431,35.0,18.0,-18.0,7.0,0.215,0.15,0.242,0.3,33.0,25.0,-21.0,0.0,0.101,0.07,0.0753,38.0,36.0,-14.0,7.0,0.4,0.16,0.2,2.0,35.0,22.0,-4.0,3.0,Orion,1
0.0,0.0034,0.08,0.048,0.24,59.0,48.0,31.0,0.0,0.032,0.04,0.19,0.83,7.3,65.0,57.0,53.0,0.13,0.11,0.28,0.56,41.0,31.0,59.0,8.0,0.14,0.12,0.19,0.35,41.0,31.0,83.0,7.1,0.1,0.1,0.14,43.0,38.0,73.0,7.7,0.39,0.15,0.2,2.6,41.0,27.0,-90.0,3.0,Lupus,1
0.0,0.019,1.008,0.22,0.12,47.1,41.1,102.6,7.9,0.14,2.425,0.48,0.79,38.3,29.6,131.8,13.6,0.25,1.894,0.42,0.78,32.8,27.1,128.6,13.2,0.26,2.285,0.31,0.59,35.5,29.4,130.7,12.4,0.18,1.741,0.24,42.3,36.6,145.7,9.2,7.1,0.6,0.1,11.64,38.8,18.2,161.2,4.0,Cepheus,1
2.3,-0.031,1.004,-0.18,-0.0061,44.2,15.7,163.2,0.0,0.069,1.434,0.32,0.56,50.2,42.6,28.1,9.4,0.18,4.435,0.32,0.62,39.3,26.6,83.1,6.9,0.18,3.437,0.21,0.36,41.2,25.3,84.0,9.0,0.13,3.22,0.16,52.2,36.3,81.8,8.9,9.5,1.1,0.1,8.685,38.5,18.2,82.0,3.0,Cepheus,1
0.9,-0.00448,-0.08,-0.0308,0.00165,36.0,19.0,-21.0,0.0,0.131,0.13,0.414,0.526,32.0,24.0,55.0,7.4,0.246,0.17,0.297,0.373,26.0,18.0,-42.0,6.2,0.215,0.15,0.232,0.268,30.0,25.0,116.0,0.0,0.132,0.09,0.0696,36.0,36.0,75.0,11.5,0.8,0.23,0.2,3.0,23.0,19.0,-32.0,3.0,Orion,1
1.4,-0.0156,-0.03,-0.101,0.0047,39.0,17.0,50.0,12.3,0.254,0.07,1.43,2.07,39.0,31.0,32.0,13.1,0.347,0.05,0.542,0.782,35.0,21.0,-27.0,13.5,0.244,0.04,0.316,0.511,42.0,28.0,-35.0,14.2,0.346,0.07,0.527,54.0,36.0,136.0,13.7,0.7,0.08,0.3,8.6,42.0,21.0,141.0,0.0,Ophiuchus,1
0.0,0.00196,0.0,0.00699,-0.00106,41.0,8.0,111.0,0.0,0.00885,0.0,0.0431,0.142,53.0,36.0,97.0,5.8,0.104,0.22,0.16,0.228,42.0,18.0,7.0,6.7,0.114,0.22,0.139,0.171,41.0,25.0,1.0,4.7,0.0678,0.18,0.0667,46.0,39.0,9.0,9.3,0.9,0.28,1.6,22.7,42.0,18.0,7.0,4.0,Taurus,1
2.4,-0.0271,-0.49,-0.0991,-0.0392,34.0,10.0,123.0,0.0,0.102,0.12,0.299,0.445,32.0,22.0,23.0,17.3,0.419,0.32,0.487,0.547,24.0,18.0,18.0,15.9,0.337,0.21,0.334,0.26,25.0,25.0,26.0,0.0,0.1,0.05,0.046,36.0,36.0,113.0,30.8,2.0,0.38,0.6,5.0,22.0,18.0,22.0,3.0,Orion,1
3.5,-0.0169,-0.25,-0.148,0.144,45.0,23.0,78.0,0.0,0.171,0.13,0.611,0.857,46.0,23.0,126.0,11.6,0.369,0.18,0.594,0.926,36.0,21.0,-44.0,14.5,0.398,0.17,0.436,0.488,31.0,25.0,-42.0,9.9,0.229,0.1,0.136,36.0,36.0,-39.0,26.6,2.0,0.27,0.7,6.0,33.0,22.0,-37.0,4.0,Orion,1
0.0,-0.0071,40.327,-0.071,-0.11,50.3,30.6,10.3,0.0,0.077,0.48,0.37,0.38,48.1,45.4,8.4,10.2,0.12,0.533,0.2,0.35,35.7,25.8,73.6,10.7,0.14,0.54,0.15,0.24,34.4,24.9,88.9,8.7,0.1,0.408,0.11,40.1,36.3,67.9,9.2,5.6,0.4,0.1,14.4,41.4,27.2,78.9,3.0,Cepheus,1
2.6,-0.026,1.365,-0.12,-0.012,48.1,10.7,117.5,0.1,-0.0026,-0.01,-0.0061,0.2,34.8,17.2,21.9,12.7,0.19,0.49,0.28,0.5,31.4,23.8,3.6,11.7,0.19,0.484,0.19,0.28,28.9,24.9,14.4,8.0,0.17,0.42,0.19,39.4,36.3,14.3,7.4,7.7,0.4,0.1,19.18,27.1,19.4,175.0,3.0,Cepheus,1
0.0,0.016,0.819,0.2,0.062,55.6,49.4,166.4,1.5,-0.016,-0.13,-0.046,0.0028,58.0,16.6,170.9,0.0,0.03,0.074,0.065,0.17,43.4,37.9,9.3,5.1,0.11,0.206,0.14,0.28,50.9,31.8,109.7,6.0,0.17,0.355,0.23,39.7,37.2,170.7,8.0,9.8,0.4,0.2,27.7,44.0,21.9,83.4,2.0,Cepheus,1
0.0,0.0021,0.754,0.021,0.2,50.0,30.0,131.0,7.6,0.058,0.289,0.19,0.35,41.9,24.1,97.5,15.8,0.24,0.547,0.27,0.39,25.6,18.2,130.3,15.7,0.24,0.485,0.22,0.28,24.9,24.9,135.2,10.6,0.16,0.33,0.1,36.3,36.3,64.6,14.6,12.1,0.6,0.1,21.44,25.9,20.0,122.5,4.0,Cepheus,1
0.0,0.0031,0.12,0.0034,0.13,8.0,8.0,90.0,0.0,0.1,0.16,0.42,0.25,6.5,40.0,32.0,45.0,0.14,0.17,0.16,0.19,25.0,18.0,-41.0,5.8,0.1,0.14,0.11,0.13,30.0,25.0,-43.0,0.0,0.05,0.07,0.047,36.0,36.0,-44.0,6.6,0.36,0.24,0.1,1.5,29.0,18.0,-58.0,2.0,Lupus,1
39.1,0.427,0.15,3.15,5.14,37.0,20.0,117.0,52.5,1.38,0.18,5.07,9.78,33.0,19.0,108.0,33.8,1.12,0.11,1.74,2.89,44.0,18.0,99.0,19.5,0.79,0.1,0.953,1.44,40.0,25.0,97.0,8.3,0.219,0.03,0.235,60.0,36.0,95.0,7.6,0.5,0.07,0.2,7.4,46.0,19.0,95.0,0.0,Ophiuchus,1
0.0,0.00202,0.03,0.0257,-0.135,50.0,42.0,34.0,0.0,0.0855,0.09,0.349,0.484,38.0,32.0,-14.0,9.6,0.213,0.15,0.349,0.577,32.0,24.0,15.0,8.8,0.2,0.13,0.239,0.335,38.0,25.0,37.0,0.0,0.157,0.1,0.114,36.0,36.0,-19.0,10.8,0.6,0.15,0.2,4.0,32.0,20.0,35.0,3.0,Orion,1
0.0,0.041,1.08,0.59,0.24,61.0,50.0,-4.0,9.3,0.12,0.25,0.65,1.1,23.1,50.0,45.0,-58.0,0.5,0.41,1.0,2.0,36.0,31.0,-55.0,34.2,0.58,0.39,0.75,1.3,39.0,29.0,-39.0,30.7,0.55,0.38,0.7,38.0,36.0,38.0,43.5,2.7,0.44,1.0,6.2,35.0,19.0,-36.0,4.0,Lupus,1
34.4,-0.0205,0.0,-0.0698,-0.0758,37.0,8.0,148.0,7.7,-0.0345,-0.55,-0.077,-0.0334,29.0,16.0,176.0,8.3,0.123,13.12,0.131,0.113,21.0,18.0,85.0,5.7,0.0912,-0.71,0.0905,0.0815,25.0,25.0,117.0,0.0,0.0437,0.0,0.0164,36.0,36.0,83.0,7.2,1.0,0.37,1.2,6.1,20.0,18.0,4.0,2.0,Taurus,1
0.0,0.018,0.16,0.25,-0.075,56.0,50.0,-85.0,0.0,0.096,0.11,0.51,1.1,11.5,49.0,47.0,-64.0,0.19,0.14,0.31,0.49,36.0,23.0,3.0,9.9,0.18,0.14,0.21,0.29,34.0,25.0,-17.0,9.0,0.1,0.09,0.11,42.0,36.0,-3.0,11.4,0.47,0.16,0.2,2.9,43.0,25.0,-4.0,3.0,Lupus,1
3.0,-0.026,1.53,-0.12,-0.11,45.6,11.3,159.7,0.0,0.021,0.121,0.11,0.52,56.9,52.5,121.3,14.0,0.15,0.369,0.23,0.4,38.4,20.4,116.6,16.5,0.22,0.448,0.25,0.38,48.7,24.9,116.7,15.1,0.23,0.504,0.26,48.7,36.3,113.3,14.0,9.9,0.4,0.2,25.3,48.2,20.2,111.3,3.0,Cepheus,1
0.0,0.0034,0.949,0.046,0.39,61.6,53.8,42.5,0.0,0.062,0.488,0.33,0.7,64.2,49.6,74.8,6.3,0.077,0.475,0.17,0.44,56.5,32.0,10.3,9.2,0.14,0.792,0.17,0.31,48.7,27.0,16.2,8.8,0.14,0.889,0.18,50.4,36.3,5.9,7.1,5.3,0.5,0.1,11.24,62.0,34.6,12.9,3.0,Cepheus,1
0.0,0.029,0.21,0.51,0.96,96.0,86.0,19.0,0.0,0.093,0.23,0.64,2.3,9.3,92.0,84.0,-21.0,0.16,0.36,0.38,1.1,72.0,29.0,-24.0,10.1,0.19,0.52,0.31,0.94,72.0,36.0,-19.0,10.6,0.17,0.53,0.39,67.0,38.0,-18.0,14.6,0.44,0.72,0.3,0.6,78.0,40.0,-16.0,3.0,Lupus,1
0.0,0.0193,0.26,0.233,0.0929,43.0,42.0,3.0,0.0,0.134,0.15,0.562,0.983,48.0,29.0,130.0,8.9,0.244,0.2,0.445,0.721,44.0,23.0,124.0,13.5,0.352,0.28,0.438,0.577,44.0,25.0,126.0,10.7,0.33,0.28,0.307,42.0,36.0,128.0,24.9,1.0,0.39,0.6,4.0,39.0,21.0,129.0,4.0,Orion,1
0.0,0.00218,0.0,0.0247,0.215,55.0,31.0,53.0,0.0,0.0483,0.0,0.237,0.331,46.0,41.0,44.0,9.1,0.131,0.19,0.187,0.255,35.0,18.0,84.0,17.1,0.278,0.31,0.327,0.474,37.0,25.0,113.0,16.2,0.278,0.24,0.301,49.0,36.0,110.0,33.4,2.6,0.43,4.5,35.7,34.0,21.0,131.0,4.0,Taurus,1
0.0,0.00242,0.02,0.0157,0.0166,44.0,16.0,-12.0,6.7,0.145,0.07,0.402,0.513,27.0,23.0,-11.0,13.7,0.416,0.15,0.499,0.566,25.0,18.0,-31.0,10.1,0.319,0.14,0.317,0.307,25.0,25.0,-16.0,0.0,0.122,0.05,0.0788,36.0,36.0,126.0,15.6,1.0,0.26,0.3,4.0,26.0,18.0,-26.0,3.0,Orion,1
0.0,0.0047,0.04,0.024,0.32,48.0,11.0,38.0,0.0,0.18,0.31,0.92,0.86,10.0,53.0,39.0,54.0,0.18,0.32,0.26,0.43,31.0,20.0,52.0,10.4,0.17,0.32,0.19,0.25,30.0,25.0,50.0,8.6,0.12,0.26,0.11,36.0,36.0,-81.0,12.9,0.48,0.5,0.2,1.0,27.0,20.0,28.0,3.0,Lupus,1
1.9,-0.0117,-0.22,-0.0818,-0.015,35.0,20.0,61.0,0.0,0.0743,0.06,0.247,0.245,34.0,25.0,45.0,7.1,0.286,0.11,0.333,0.411,21.0,21.0,41.0,6.8,0.238,0.09,0.259,0.297,28.0,27.0,73.0,0.0,0.13,0.05,0.0678,36.0,36.0,121.0,9.3,1.0,0.13,0.3,8.0,24.0,20.0,152.0,2.0,Aquilia,1
0.0,0.0302,0.4,0.439,0.743,60.0,53.0,-23.0,0.0,0.115,0.14,0.553,1.09,43.0,42.0,-2.0,9.9,0.196,0.23,0.383,0.738,46.0,25.0,126.0,10.4,0.22,0.27,0.281,0.484,43.0,27.0,124.0,8.7,0.214,0.32,0.292,43.0,36.0,107.0,11.3,0.5,0.36,0.3,1.0,46.0,27.0,124.0,4.0,Orion,1
0.0,0.0119,0.16,0.113,-0.012,37.0,30.0,14.0,0.0,0.109,0.08,0.332,0.451,32.0,23.0,109.0,8.9,0.266,0.16,0.374,0.464,34.0,18.0,104.0,6.1,0.189,0.12,0.206,0.231,30.0,25.0,102.0,0.0,0.0791,0.05,0.0512,36.0,36.0,100.0,7.1,0.4,0.13,0.1,3.0,33.0,18.0,90.0,3.0,Orion,1
1.0,-0.011,-0.37,-0.2,-0.94,158.0,70.0,41.0,0.0,0.026,0.03,0.2,5.8,10.4,170.0,161.0,63.0,0.28,0.2,0.95,8.2,131.0,72.0,68.0,18.0,0.38,0.25,0.71,4.6,123.0,54.0,76.0,25.2,0.44,0.31,2.6,120.0,55.0,79.0,44.1,2.23,0.58,1.8,3.8,100.0,47.0,83.0,3.0,Lupus,1
0.0,0.0201,0.06,0.336,1.09,79.0,74.0,34.0,9.6,0.101,0.04,0.861,3.7,82.0,50.0,121.0,11.1,0.56,0.13,1.74,6.27,72.0,60.0,28.0,11.4,0.377,0.09,0.608,1.6,77.0,36.0,22.0,10.8,0.399,0.1,0.761,68.0,36.0,19.0,16.9,0.7,0.12,0.5,6.0,77.0,38.0,21.0,0.0,Ophiuchus,1
0.0,0.0259,0.41,0.28,0.224,40.0,36.0,189.0,0.0,0.236,0.17,0.609,0.794,35.0,17.0,93.0,8.2,0.472,0.18,0.652,0.745,33.0,18.0,94.0,8.4,0.338,0.14,0.371,0.353,31.0,25.0,108.0,0.0,0.185,0.08,0.138,36.0,36.0,96.0,6.8,1.0,0.23,0.5,6.0,33.0,18.0,93.0,2.0,Aquilia,1
3.3,-0.0162,-0.25,-0.0973,-0.00377,42.0,15.0,63.0,7.1,0.0674,0.08,0.205,0.402,41.0,19.0,11.0,12.9,0.306,0.34,0.439,0.615,28.0,21.0,20.0,9.8,0.252,0.29,0.266,0.304,28.0,25.0,3.0,0.0,0.112,0.13,0.086,37.0,36.0,24.0,9.9,0.5,0.36,0.2,2.0,27.0,19.0,-13.0,3.0,Orion,1
0.0,0.000712,-2.77,0.00422,0.217,60.0,13.0,15.0,4.5,-0.0471,0.04,-0.148,-0.0445,74.0,17.0,65.0,6.4,0.147,0.27,0.369,0.984,49.0,40.0,177.0,10.5,0.202,0.27,0.312,0.749,54.0,37.0,96.0,12.6,0.248,0.26,0.457,54.0,39.0,86.0,17.8,2.1,0.3,4.7,28.7,42.0,26.0,98.0,3.0,Taurus,1
