Signi70,Sp70,Sp70/Sbg70,Sconv70,Stot70,FWHMa70,FWHMb070,PA070,Signi160,Sp160,Sp160/Sbg160,Sconv160,Stot160,FWHMa160,FWHMb160,PA160,Signi250,Sp250,Sp250/Sbg250,Sconv250,Stot250,FWHMa250,FWHMb250,PA250,Signi350,Sp350,Sp350/Sbg350,Sconv350,Stot350,FWHMa350,FWHMb350,PA350,Signi500,Sp500,Sp500/Sbg500,Stot500,FWHMa500,FWHMb500,PA500,SigniNH2,NpH2,NpH2/NbgH2,NconvH2,NbgH2,FWHMaNH2,FWHMbNH2,PANH2,NSED,Region,Coretype
0.0,0.00879,0.11,0.0928,0.0575,43.0,32.0,-6.0,0.0,0.0883,0.14,0.24,0.162,32.0,20.0,16.0,8.3,0.158,0.29,0.194,0.204,26.0,18.0,28.0,8.3,0.129,0.23,0.147,0.141,33.0,25.0,26.0,6.6,0.119,0.26,0.152,45.0,36.0,11.0,7.7,0.3,0.33,0.1,1.0,30.0,18.0,36.0,3.0,Orion,1
0.0,0.015,0.0,0.00663,0.361,0.0,0.0,0.0,10.9,0.195,0.11,0.911,1.8,47.0,21.0,111.0,10.3,0.466,0.13,0.776,1.43,37.0,22.0,133.0,8.5,0.352,0.1,0.435,0.708,44.0,25.0,131.0,7.5,0.317,0.1,0.438,49.0,36.0,139.0,9.6,0.5,0.1,0.3,5.2,46.0,23.0,137.0,0.0,Ophiuchus,1
0.0,0.002,-1.264,0.016,0.15,39.9,24.5,140.4,0.0,0.024,0.1,0.096,0.34,39.9,36.3,35.2,9.6,0.11,0.199,0.16,0.22,36.9,20.6,76.7,7.1,0.095,0.153,0.1,0.11,36.8,24.9,68.0,0.0,0.047,0.069,0.027,36.7,36.3,120.6,11.0,6.1,0.2,0.1,28.76,38.0,18.2,75.8,2.0,Cepheus,1
0.0,0.00598,0.01,0.0162,0.108,25.0,8.0,96.0,9.8,0.275,0.07,0.586,0.577,24.0,12.0,127.0,20.6,0.714,0.09,0.754,0.86,21.0,18.0,6.0,10.4,0.328,0.04,0.326,0.304,25.0,25.0,-16.0,0.0,0.0689,0.01,0.0325,36.0,36.0,143.0,13.3,1.1,0.09,0.3,12.9,23.0,18.0,13.0,0.0,Ophiuchus,1
1.8,-0.0131,0.0,-0.0539,0.077,64.0,8.0,11.0,0.0,0.0321,0.0,0.174,0.617,52.0,48.0,1.0,9.2,0.114,0.22,0.205,0.337,46.0,22.0,8.0,8.4,0.134,0.24,0.182,0.313,41.0,32.0,165.0,6.3,0.0954,0.2,0.123,49.0,36.0,174.0,6.2,0.4,0.11,0.9,15.9,50.0,24.0,105.0,4.0,Taurus,1
0.0,0.014,0.1,0.127,0.0634,36.0,29.0,43.0,0.0,0.117,0.06,0.548,0.797,32.0,27.0,138.0,8.3,0.285,0.08,0.438,0.566,29.0,23.0,137.0,7.4,0.232,0.07,0.247,0.295,29.0,25.0,84.0,0.0,0.105,0.03,0.0765,37.0,36.0,128.0,8.1,0.5,0.1,0.3,4.9,35.0,32.0,93.0,0.0,Ophiuchus,1
0.0,0.0083,0.05,0.0899,0.147,41.0,35.0,-30.0,19.9,0.509,0.22,1.57,2.58,33.0,23.0,90.0,20.9,0.623,0.2,0.702,0.921,23.0,18.0,83.0,22.8,0.495,0.17,0.506,0.527,26.0,25.0,90.0,11.2,0.145,0.05,0.107,42.0,36.0,109.0,26.5,2.0,0.27,0.5,6.0,25.0,18.0,103.0,4.0,Orion,1
0.0,0.015,0.675,0.17,-0.055,48.4,41.2,160.7,0.0,0.00071,0.027,0.00071,0.25,13.5,13.5,0.0,7.5,0.11,1.458,0.2,0.39,36.7,29.1,13.5,5.7,0.13,1.697,0.13,0.23,30.3,27.1,14.5,4.1,0.079,1.306,0.088,36.3,36.3,158.5,6.5,6.2,0.6,0.1,10.78,32.9,27.0,35.4,2.0,Cepheus,1
3.0,-0.00882,-1.31,-0.114,-0.0199,104.0,32.0,119.0,0.0,0.103,0.0,0.678,2.38,112.0,61.0,143.0,5.4,0.116,1.08,0.316,1.16,82.0,37.0,162.0,8.3,0.158,0.81,0.255,0.832,80.0,36.0,160.0,7.5,0.168,1.25,0.545,76.0,44.0,142.0,7.2,0.6,0.36,2.2,8.9,91.0,52.0,141.0,4.0,Taurus,1
92.6,-0.0276,0.0,-0.168,-0.0785,45.0,15.0,75.0,0.0,0.0204,0.0,0.109,0.323,52.0,46.0,31.0,8.1,0.113,0.1,0.189,0.283,37.0,22.0,147.0,9.8,0.183,0.13,0.207,0.255,33.0,25.0,145.0,7.3,0.203,0.12,0.223,45.0,36.0,158.0,11.0,1.2,0.14,2.0,41.0,36.0,19.0,152.0,4.0,Taurus,1
0.0,0.0231,0.0,0.34,-0.217,60.0,55.0,125.0,0.0,0.0405,0.0,0.218,0.28,54.0,45.0,162.0,7.4,0.113,0.17,0.195,0.341,41.0,22.0,66.0,8.6,0.146,0.23,0.178,0.295,35.0,28.0,60.0,6.9,0.127,0.18,0.117,39.0,36.0,47.0,6.1,0.4,0.1,1.1,20.3,53.0,27.0,70.0,4.0,Taurus,1
15.8,0.0811,0.04,0.349,0.659,33.0,12.0,94.0,32.9,1.45,0.16,3.36,3.81,23.0,20.0,79.0,22.6,1.62,0.17,1.9,2.17,24.0,19.0,153.0,24.3,1.13,0.14,1.15,1.04,26.0,25.0,135.0,12.6,0.899,0.14,0.622,36.0,36.0,133.0,17.4,2.0,0.21,1.0,10.0,34.0,20.0,130.0,4.0,Aquilia,1
0.0,0.00045,0.561,0.0016,0.1,51.1,8.4,173.6,0.0,0.055,0.309,0.21,0.13,44.3,30.5,16.2,7.0,0.12,0.335,0.17,0.27,28.0,22.5,119.9,6.3,0.11,0.236,0.12,0.17,41.5,24.9,121.5,5.1,0.12,0.268,0.16,54.5,41.8,131.0,7.1,4.9,0.2,0.1,28.6,50.5,20.5,131.2,3.0,Cepheus,1
0.0,0.041,0.25,0.401,0.438,39.0,30.0,109.0,6.9,0.133,0.07,0.579,0.8,37.0,21.0,125.0,8.3,0.332,0.09,0.459,0.64,33.0,18.0,-36.0,8.8,0.274,0.08,0.309,0.354,33.0,25.0,130.0,0.0,0.0812,0.03,0.0614,38.0,36.0,-33.0,6.6,0.5,0.11,0.2,4.6,36.0,18.0,-31.0,0.0,Ophiuchus,1
0.0,0.00276,0.02,0.0259,0.455,58.0,23.0,63.0,13.0,0.251,0.1,0.728,0.975,37.0,13.0,144.0,16.9,0.62,0.12,0.837,1.04,31.0,18.0,-35.0,14.8,0.347,0.07,0.405,0.488,36.0,25.0,134.0,0.0,0.126,0.03,0.0825,41.0,36.0,60.0,18.5,0.9,0.12,0.3,7.3,31.0,18.0,142.0,0.0,Ophiuchus,1
3.7,-0.0553,-0.84,-0.212,-0.166,49.0,8.0,-38.0,0.0,0.0664,0.08,0.291,0.455,46.0,32.0,71.0,6.3,0.18,0.17,0.271,0.383,30.0,22.0,93.0,8.1,0.241,0.21,0.271,0.335,33.0,25.0,91.0,0.0,0.156,0.12,0.112,36.0,36.0,95.0,12.7,0.8,0.28,0.3,3.0,35.0,20.0,99.0,3.0,Orion,1
0.0,0.0029,0.1,0.045,-0.083,87.0,50.0,8.0,0.0,0.055,0.1,0.33,0.57,4.9,63.0,61.0,-78.0,0.087,0.11,0.18,0.31,55.0,25.0,27.0,7.3,0.14,0.19,0.21,0.48,51.0,40.0,34.0,7.2,0.13,0.19,0.21,55.0,36.0,34.0,10.2,0.42,0.28,0.3,1.5,48.0,33.0,59.0,2.0,Lupus,1
0.0,0.0399,0.6,0.264,0.00572,26.0,24.0,1.0,0.0,0.109,0.13,0.203,0.243,25.0,14.0,88.0,8.9,0.224,0.18,0.267,0.215,25.0,18.0,93.0,7.7,0.236,0.18,0.268,0.281,34.0,25.0,95.0,0.0,0.13,0.09,0.0597,36.0,36.0,95.0,9.7,0.8,0.21,0.3,4.0,28.0,18.0,97.0,3.0,Orion,1
8.0,-0.00644,-0.08,-0.0473,0.0932,69.0,16.0,122.0,7.7,0.195,0.2,0.803,1.74,40.0,31.0,107.0,9.2,0.324,0.31,0.665,1.36,39.0,30.0,88.0,8.9,0.265,0.27,0.35,0.632,40.0,30.0,74.0,6.7,0.21,0.25,0.249,38.0,36.0,73.0,9.3,0.6,0.38,0.3,2.0,36.0,27.0,69.0,4.0,Orion,1
0.0,0.00635,-1.05,0.112,-0.644,108.0,79.0,117.0,0.0,0.0556,0.0,0.377,1.78,91.0,79.0,172.0,5.2,0.145,0.3,0.375,1.07,68.0,35.0,169.0,8.3,0.166,0.24,0.275,0.832,73.0,40.0,175.0,8.3,0.178,0.28,0.556,68.0,51.0,148.0,7.9,0.8,0.22,2.8,24.0,74.0,45.0,5.0,4.0,Taurus,1
2.1,-0.019,1.112,-0.22,0.014,62.6,37.8,160.1,0.0,0.026,0.162,0.15,0.37,68.0,58.0,62.3,7.8,0.12,0.384,0.27,0.75,46.1,40.0,36.3,8.8,0.097,0.253,0.14,0.34,49.0,37.9,83.0,6.5,0.074,0.203,0.15,59.0,41.3,97.8,8.7,5.7,0.3,0.1,17.22,46.1,42.2,131.1,3.0,Cepheus,1
0.0,0.0366,0.15,0.614,2.53,98.0,64.0,-30.0,16.3,0.692,0.29,4.21,17.4,74.0,54.0,49.0,13.2,0.531,0.19,1.39,4.47,54.0,41.0,55.0,12.6,0.417,0.16,0.649,1.78,65.0,35.0,46.0,10.7,0.278,0.12,0.597,67.0,37.0,32.0,16.0,0.8,0.19,0.6,4.0,79.0,34.0,39.0,4.0,Orion,1
0.0,0.0031,0.878,0.044,-0.037,66.0,57.9,70.2,0.0,0.043,0.234,0.24,0.44,65.3,57.3,35.0,8.0,0.11,0.327,0.2,0.41,49.5,23.5,19.6,8.5,0.12,0.331,0.15,0.28,53.0,24.9,12.3,7.6,0.095,0.275,0.16,58.9,36.3,26.3,6.1,5.2,0.3,0.1,18.88,50.3,18.2,6.8,3.0,Cepheus,1
2.4,-0.0185,0.0,-0.257,0.0108,129.0,36.0,130.0,0.0,0.0925,0.0,0.651,4.48,111.0,89.0,126.0,5.9,0.105,0.23,0.31,1.63,120.0,41.0,125.0,11.9,0.239,0.34,0.438,2.35,120.0,51.0,126.0,15.1,0.254,0.31,1.07,122.0,43.0,125.0,13.9,1.7,0.69,6.5,15.1,96.0,70.0,57.0,4.0,Taurus,1
2.6,-0.0291,-0.51,-0.131,-0.13,43.0,11.0,-46.0,0.0,0.107,0.15,0.467,0.855,43.0,34.0,19.0,6.8,0.208,0.24,0.356,0.552,38.0,22.0,41.0,8.4,0.235,0.26,0.298,0.433,48.0,25.0,49.0,9.1,0.237,0.29,0.204,39.0,36.0,39.0,9.6,0.6,0.25,0.2,2.0,41.0,18.0,37.0,4.0,Orion,1
0.0,0.00132,-2.11,0.00506,-0.138,24.0,13.0,34.0,0.0,0.0166,0.0,0.0723,0.219,47.0,32.0,29.0,9.2,0.158,0.16,0.215,0.3,30.0,19.0,160.0,9.5,0.158,0.12,0.176,0.183,32.0,25.0,159.0,0.0,0.072,0.0,0.0408,36.0,36.0,5.0,7.4,0.9,0.15,1.3,24.7,29.0,18.0,168.0,4.0,Taurus,1
0.0,0.0083,3.877,0.075,0.087,40.6,29.3,127.8,0.0,0.039,0.162,0.16,0.5,39.7,35.8,79.4,9.4,0.13,0.201,0.16,0.24,27.8,21.2,43.5,10.3,0.14,0.186,0.14,0.17,31.3,24.9,10.6,6.7,0.14,0.202,0.25,50.4,48.9,5.8,7.2,6.9,0.2,0.1,36.36,35.5,20.9,81.1,3.0,Cepheus,1
4.6,-0.03,2.49,-0.44,-0.26,66.0,48.0,31.0,9.3,0.29,0.52,1.1,1.7,20.5,51.0,25.0,-72.0,0.6,0.54,1.1,2.7,37.0,28.0,-84.0,30.0,0.64,0.56,0.89,2.0,41.0,34.0,-89.0,35.2,0.55,0.49,0.9,45.0,36.0,-90.0,40.1,2.91,0.83,1.5,3.5,38.0,28.0,-73.0,4.0,Lupus,1
6.8,0.0137,0.1,0.122,0.115,50.0,22.0,-14.0,15.4,0.472,0.34,1.6,3.32,31.0,28.0,-16.0,11.6,0.539,0.34,0.973,1.88,36.0,25.0,11.0,11.2,0.424,0.3,0.513,0.868,35.0,27.0,13.0,10.1,0.292,0.24,0.453,46.0,39.0,16.0,11.5,0.6,0.28,0.3,2.0,41.0,25.0,14.0,4.0,Orion,1
0.0,0.00699,0.06,0.0731,0.0494,47.0,30.0,-16.0,7.4,0.236,0.16,0.634,0.846,28.0,21.0,70.0,8.3,0.274,0.15,0.349,0.436,28.0,18.0,17.0,6.3,0.227,0.13,0.241,0.299,28.0,25.0,65.0,0.0,0.119,0.07,0.102,36.0,36.0,71.0,7.7,0.4,0.13,0.1,3.0,27.0,20.0,-5.0,3.0,Orion,1
0.0,0.00415,0.07,0.0371,0.0236,37.0,27.0,-15.0,0.0,0.0793,0.13,0.382,0.731,47.0,39.0,97.0,10.6,0.284,0.48,0.576,1.07,37.0,31.0,114.0,12.2,0.27,0.43,0.347,0.563,37.0,30.0,109.0,8.1,0.172,0.29,0.236,48.0,36.0,108.0,11.2,0.6,0.53,0.4,1.0,42.0,33.0,103.0,4.0,Orion,1
1.4,-0.0125,-0.29,-0.158,-0.00454,57.0,38.0,183.0,0.0,0.049,0.03,0.231,0.139,52.0,34.0,172.0,6.0,0.681,0.21,1.35,2.1,45.0,26.0,140.0,8.1,0.711,0.22,0.821,1.09,31.0,27.0,154.0,10.4,0.567,0.19,0.491,36.0,36.0,192.0,14.1,4.0,0.39,2.0,9.0,35.0,28.0,159.0,3.0,Aquilia,1
0.0,0.039,0.8,0.46,-0.082,49.0,37.0,18.0,0.0,0.027,0.08,0.14,0.44,6.5,50.0,47.0,-35.0,0.13,0.21,0.22,0.33,30.0,26.0,-7.0,7.9,0.12,0.18,0.15,0.21,33.0,30.0,-14.0,7.1,0.12,0.18,0.13,38.0,36.0,-40.0,11.4,0.81,0.41,0.3,1.9,28.0,19.0,-45.0,3.0,Lupus,1
2.9,-0.0182,-0.21,-0.121,-0.0742,42.0,17.0,79.0,0.0,0.171,0.12,0.56,0.691,39.0,22.0,-39.0,10.7,0.381,0.18,0.539,0.735,32.0,19.0,-14.0,11.2,0.435,0.2,0.493,0.629,33.0,25.0,-2.0,11.5,0.294,0.14,0.262,37.0,36.0,-3.0,24.8,2.0,0.27,0.6,5.0,37.0,21.0,-8.0,4.0,Orion,1
0.0,0.0077,1.017,0.094,0.39,52.2,45.7,21.8,0.0,0.038,0.212,0.19,0.51,57.2,43.2,33.5,12.8,0.097,0.23,0.17,0.28,52.1,23.2,89.1,15.2,0.21,0.591,0.27,0.51,40.2,33.6,52.4,13.3,0.19,0.539,0.26,45.4,36.3,21.2,15.7,7.8,0.4,0.1,21.94,46.0,22.4,79.0,3.0,Cepheus,1
0.0,0.016,0.32,0.25,0.36,70.0,60.0,86.0,2.9,-0.069,-0.1,-0.3,0.027,7.2,71.0,27.0,40.0,0.18,0.18,0.44,1.2,45.0,40.0,4.0,8.8,0.13,0.12,0.19,0.41,70.0,29.0,-2.0,9.0,0.17,0.18,0.3,55.0,37.0,-9.0,10.8,0.57,0.27,0.4,2.1,47.0,37.0,0.0,3.0,Lupus,1
2.5,-0.0075,1.348,-0.022,-0.011,32.3,8.4,138.7,2.0,-0.027,-0.097,-0.065,-0.07,32.0,18.6,150.2,7.1,0.089,0.102,0.091,0.12,22.6,18.2,71.2,8.0,0.12,0.095,0.12,0.14,29.1,24.9,75.6,0.0,0.087,0.057,0.06,36.3,36.3,19.0,18.1,13.4,0.2,0.1,72.83,23.7,18.8,120.3,2.0,Cepheus,1
0.0,0.00731,0.12,0.0676,0.0742,33.0,32.0,198.0,0.0,0.199,0.15,0.506,0.723,32.0,18.0,74.0,7.0,0.399,0.16,0.516,0.639,29.0,18.0,57.0,7.2,0.31,0.12,0.359,0.38,35.0,25.0,56.0,0.0,0.22,0.08,0.156,37.0,36.0,60.0,7.6,1.0,0.18,0.5,7.0,27.0,21.0,61.0,2.0,Aquilia,1
0.0,0.0247,0.38,0.423,0.6,86.0,77.0,102.0,0.0,0.144,0.15,0.949,4.68,92.0,67.0,-45.0,6.7,0.262,0.25,0.638,1.73,64.0,32.0,12.0,7.1,0.274,0.28,0.459,1.37,67.0,43.0,-6.0,6.8,0.222,0.26,0.574,61.0,46.0,-10.0,8.5,0.6,0.28,0.3,2.0,59.0,30.0,23.0,4.0,Orion,1
3.3,-0.0117,-0.19,-0.0949,-0.0361,48.0,20.0,129.0,0.0,0.126,0.14,0.341,0.406,26.0,23.0,24.0,9.4,0.236,0.2,0.292,0.385,27.0,18.0,-22.0,9.2,0.211,0.18,0.209,0.214,25.0,25.0,-12.0,0.0,0.142,0.12,0.0752,36.0,36.0,7.0,12.1,0.7,0.27,0.2,2.0,27.0,18.0,-22.0,3.0,Orion,1
0.0,0.0203,-1.81,0.343,0.816,85.0,73.0,50.0,0.0,0.0748,0.0,0.427,1.71,57.0,53.0,6.0,7.2,0.309,0.6,0.957,4.46,68.0,62.0,1.0,9.8,0.398,0.67,0.724,2.96,82.0,56.0,155.0,11.2,0.376,0.49,1.32,71.0,57.0,127.0,8.4,1.5,0.6,5.0,21.6,70.0,53.0,173.0,4.0,Taurus,1
0.0,0.015,0.0,0.00403,0.132,0.0,0.0,0.0,10.6,0.297,0.07,0.521,0.6,24.0,14.0,64.0,13.8,0.535,0.12,0.648,0.721,26.0,18.0,59.0,11.2,0.254,0.07,0.282,0.248,32.0,25.0,76.0,0.0,0.11,0.03,0.0378,36.0,36.0,80.0,8.9,0.4,0.09,0.1,5.0,23.0,18.0,62.0,3.0,Orion,1
0.0,0.0174,-1.01,0.261,-0.101,68.0,53.0,76.0,0.0,0.0252,0.0,0.152,0.82,65.0,57.0,113.0,5.2,0.0484,0.29,0.134,0.356,65.0,43.0,146.0,5.0,0.0849,0.17,0.12,0.239,58.0,29.0,169.0,5.9,0.0965,0.21,0.187,71.0,36.0,159.0,7.8,0.5,0.16,1.2,15.5,62.0,23.0,6.0,4.0,Taurus,1
0.4,-0.0109,-0.02,-0.0716,-0.0768,63.0,14.0,104.0,25.4,0.729,0.25,2.94,6.34,41.0,30.0,-33.0,20.0,0.884,0.3,1.74,3.55,39.0,28.0,-44.0,18.2,0.649,0.26,0.817,1.39,39.0,27.0,129.0,13.6,0.471,0.23,0.626,43.0,36.0,119.0,17.4,0.9,0.28,0.5,3.0,40.0,27.0,-46.0,4.0,Orion,1
5.7,-0.0364,-0.23,-0.133,-0.015,42.0,9.0,116.0,0.0,0.0496,0.02,0.295,0.211,42.0,32.0,120.0,6.6,0.254,0.04,0.345,0.331,32.0,18.0,79.0,9.4,0.258,0.04,0.293,0.295,34.0,25.0,84.0,10.9,0.288,0.05,0.369,47.0,36.0,125.0,19.1,1.4,0.11,0.6,12.4,34.0,20.0,88.0,0.0,Ophiuchus,1
6.6,-0.07,-0.47,-1.03,-3.75,96.0,43.0,173.0,10.6,0.658,0.29,3.94,16.8,75.0,51.0,95.0,9.1,0.92,0.26,2.79,10.2,90.0,49.0,64.0,9.8,1.1,0.35,2.02,8.01,86.0,58.0,74.0,8.1,0.797,0.28,2.94,83.0,57.0,80.0,7.5,2.0,0.25,1.0,6.0,70.0,51.0,118.0,4.0,Aquilia,1
0.0,0.111,0.02,1.11,11.7,42.0,30.0,-30.0,38.1,1.32,0.08,3.94,6.11,36.0,20.0,33.0,28.8,1.58,0.15,2.61,3.54,37.0,22.0,51.0,27.7,1.0,0.14,1.21,1.52,39.0,25.0,70.0,13.9,0.443,0.07,0.299,46.0,37.0,-2.0,17.8,0.9,0.17,0.3,5.0,37.0,18.0,39.0,4.0,Orion,1
0.0,0.019,0.0,0.348,-0.375,108.0,106.0,42.0,0.0,0.0511,0.0,0.359,2.64,115.0,85.0,38.0,0.0,0.09,0.0,0.306,2.31,121.0,73.0,46.0,7.1,0.173,9.28,0.318,1.49,82.0,60.0,37.0,7.8,0.186,12.68,0.789,80.0,62.0,49.0,6.4,0.4,0.36,1.4,7.8,104.0,50.0,39.0,4.0,Taurus,1
0.0,0.0218,0.06,0.308,0.652,56.0,51.0,55.0,9.4,0.256,0.11,1.12,1.61,44.0,20.0,88.0,12.9,0.54,0.13,0.923,1.53,40.0,22.0,82.0,10.9,0.416,0.11,0.529,0.839,49.0,25.0,97.0,8.1,0.228,0.07,0.247,50.0,36.0,96.0,14.5,0.8,0.16,0.3,5.3,44.0,19.0,100.0,0.0,Ophiuchus,1
0.0,0.0166,0.07,0.196,0.265,45.0,39.0,70.0,10.0,0.0998,0.04,0.275,0.391,44.0,17.0,-26.0,13.1,0.319,0.14,0.444,0.541,33.0,18.0,45.0,8.5,0.172,0.09,0.208,0.213,40.0,25.0,49.0,0.0,0.053,0.03,0.0513,41.0,36.0,47.0,8.0,0.4,0.16,0.2,2.0,44.0,18.0,47.0,3.0,Orion,1
0.0,0.012,0.97,0.15,0.26,50.0,42.0,21.0,0.0,0.057,0.13,0.28,0.36,8.8,46.0,42.0,-7.0,0.19,0.22,0.26,0.44,26.0,22.0,-69.0,9.3,0.14,0.15,0.18,0.23,39.0,26.0,-2.0,7.4,0.13,0.15,0.14,39.0,36.0,-18.0,11.7,0.74,0.24,0.3,3.1,37.0,18.0,-72.0,3.0,Lupus,1
3.4,-0.0279,0.0,-0.501,-0.151,130.0,80.0,53.0,10.6,0.237,0.8,1.54,7.97,83.0,67.0,117.0,12.9,0.547,1.27,1.858,11.9,96.0,84.0,145.0,15.9,0.596,1.08,1.13,6.31,89.0,74.0,170.0,14.9,0.599,0.91,3.27,91.0,75.0,166.0,10.6,2.0,0.63,7.5,21.4,86.0,76.0,155.0,4.0,Taurus,1
0.0,0.036,0.49,0.522,0.184,58.0,54.0,0.0,0.0,0.096,0.09,0.467,1.1,56.0,35.0,118.0,6.8,0.179,0.16,0.329,0.589,50.0,22.0,-33.0,6.6,0.194,0.2,0.252,0.405,45.0,27.0,-35.0,0.0,0.145,0.15,0.178,48.0,36.0,-38.0,7.6,0.4,0.29,0.2,2.0,42.0,32.0,-29.0,3.0,Orion,1
0.0,0.00913,0.13,0.125,0.104,56.0,47.0,141.0,0.0,0.114,0.09,0.44,0.292,37.0,30.0,49.0,6.0,0.337,0.14,0.64,1.11,38.0,27.0,195.0,6.8,0.311,0.12,0.398,0.601,37.0,30.0,183.0,0.0,0.308,0.11,0.35,45.0,36.0,194.0,7.4,1.0,0.17,0.7,7.0,39.0,31.0,184.0,2.0,Aquilia,1
0.0,0.0084,0.75,0.15,0.4,95.0,85.0,-3.0,11.2,0.25,0.85,1.5,4.7,22.4,72.0,56.0,-33.0,0.58,1.06,1.6,6.0,50.0,49.0,34.0,32.3,0.74,1.36,1.2,4.2,50.0,48.0,33.0,34.6,0.67,1.33,1.9,53.0,50.0,-87.0,49.2,2.94,2.2,2.0,1.3,48.0,45.0,11.0,4.0,Lupus,1
1.8,-0.0147,-0.25,-0.0536,0.0283,43.0,8.0,-41.0,0.0,0.112,0.13,0.366,0.529,37.0,23.0,116.0,11.4,0.34,0.27,0.446,0.534,30.0,18.0,123.0,10.8,0.294,0.22,0.345,0.331,36.0,25.0,122.0,9.2,0.273,0.22,0.303,50.0,36.0,122.0,21.1,1.0,0.35,0.5,4.0,33.0,18.0,126.0,4.0,Orion,1
21.4,0.13,0.21,1.78,5.7,58.0,45.0,-29.0,44.8,1.65,0.32,7.41,18.0,46.0,34.0,-30.0,45.4,2.59,0.45,6.13,15.0,48.0,35.0,124.0,35.4,1.4,0.3,1.97,3.58,42.0,34.0,126.0,20.7,0.829,0.21,1.08,42.0,36.0,-34.0,26.8,2.0,0.27,1.0,6.0,48.0,29.0,112.0,4.0,Orion,1
2.4,-0.019,1.268,-0.34,-0.062,186.3,157.6,137.3,0.0,0.052,0.752,0.36,4.7,189.6,179.5,94.6,7.2,0.13,2.407,0.41,4.4,145.2,65.5,54.9,8.3,0.15,2.411,0.27,2.9,146.1,68.3,55.1,8.6,0.15,2.625,1.4,141.8,75.2,50.2,8.6,5.0,0.7,0.2,7.65,159.2,116.3,22.4,3.0,Cepheus,1
3.2,-0.0188,0.0,-0.335,0.00982,144.0,74.0,5.0,0.0,0.0524,0.0,0.391,6.42,149.0,139.0,107.0,9.4,0.199,0.36,0.66,4.95,138.0,61.0,86.0,15.7,0.244,0.34,0.456,3.1,139.0,56.0,87.0,20.4,0.213,0.23,0.98,142.0,46.0,90.0,23.5,1.2,0.25,4.4,20.7,138.0,50.0,86.0,4.0,Taurus,1
0.0,0.00311,0.0,0.0457,0.664,68.0,50.0,63.0,0.0,0.0384,0.0,0.206,0.521,51.0,48.0,99.0,8.5,0.158,0.25,0.349,0.765,42.0,33.0,173.0,11.3,0.191,0.22,0.243,0.431,36.0,30.0,162.0,11.7,0.167,0.2,0.19,40.0,36.0,170.0,12.0,1.0,0.15,1.8,35.4,42.0,18.0,167.0,4.0,Taurus,1
0.0,0.000895,-1.84,0.0105,0.0371,59.0,32.0,142.0,2.0,-0.0247,0.0,-0.0744,-0.0139,47.0,18.0,145.0,0.0,0.106,0.0,0.23,0.502,48.0,29.0,122.0,5.2,0.0961,0.11,0.131,0.222,49.0,29.0,104.0,5.9,0.105,0.16,0.131,52.0,36.0,84.0,8.4,0.7,0.14,1.3,23.6,38.0,20.0,79.0,3.0,Taurus,1
2.9,-0.0239,-0.41,-0.12,-0.0331,35.0,13.0,-39.0,0.0,0.0595,0.07,0.141,0.202,23.0,22.0,32.0,7.2,0.26,0.24,0.378,0.439,37.0,18.0,54.0,10.2,0.29,0.26,0.293,0.315,26.0,25.0,61.0,10.2,0.173,0.16,0.15,36.0,36.0,44.0,17.2,1.0,0.39,0.4,3.0,31.0,18.0,59.0,4.0,Orion,1
-999.0,0.017,0.94,5.6,-0.05,46.0,42.0,143.0,-999.0,0.055,0.2,4.4,0.29,29.0,24.0,117.0,8.0,0.093,0.19,4.7,0.33,33.0,29.0,124.0,9.0,0.11,0.22,3.5,0.2,35.0,24.0,175.0,8.0,0.0795,0.15,0.099,37.0,36.0,170.0,7.0,0.41,0.23,0.17,1.81,39.0,19.0,3.0,3.0,Corona Australis,1
0.0,0.0594,0.57,0.378,0.347,32.0,19.0,115.0,13.0,0.368,0.42,0.61,0.899,21.0,15.0,51.0,19.1,0.458,0.51,0.512,0.736,22.0,19.0,122.0,11.3,0.362,0.43,0.363,0.448,25.0,25.0,88.0,8.9,0.234,0.32,0.261,36.0,36.0,-24.0,7.8,0.6,0.47,0.2,1.0,26.0,20.0,91.0,4.0,Orion,1
3.3,-0.0287,-0.46,-0.398,0.0158,61.0,45.0,-15.0,0.0,0.111,0.14,0.618,1.42,60.0,46.0,54.0,6.3,0.149,0.15,0.277,0.545,55.0,21.0,80.0,7.7,0.204,0.19,0.266,0.509,54.0,25.0,75.0,7.7,0.194,0.2,0.303,53.0,36.0,70.0,13.7,0.6,0.22,0.3,3.0,60.0,24.0,81.0,4.0,Orion,1
0.0,0.00961,0.04,0.0879,0.259,38.0,28.0,82.0,10.8,0.201,0.09,0.434,0.54,26.0,17.0,-12.0,9.3,0.294,0.13,0.321,0.409,22.0,19.0,-25.0,7.1,0.253,0.14,0.251,0.289,25.0,25.0,-20.0,0.0,0.119,0.07,0.0637,36.0,36.0,0.0,6.6,0.3,0.12,0.1,2.0,21.0,18.0,-22.0,3.0,Orion,1
0.0,0.00181,0.03,0.0245,0.523,62.0,42.0,122.0,0.0,0.0115,0.02,0.0684,0.486,61.0,59.0,71.0,6.1,0.148,0.23,0.319,0.669,42.0,31.0,122.0,6.7,0.133,0.2,0.161,0.251,40.0,25.0,121.0,0.0,0.138,0.2,0.214,54.0,36.0,-39.0,6.2,0.3,0.25,0.2,1.0,45.0,23.0,-33.0,3.0,Orion,1
