,0,1,2
4473,0.15957936767199926,0.5702109350114694,0.5065386693082643
1824,0.005135378595759172,0.8157566932051401,0.22931999145890813
893,0.7124909128185247,0.331046034995156,0.7076295551799971
380,0.6677770902729642,0.2812704640999046,0.7312321021649748
2797,0.8026566213855204,0.648892686741844,0.32814141898336774
1444,0.441455131258438,0.6723828772108024,0.3643536665742467
4955,0.1683663443460894,0.5909508932671537,0.4951651899781099
164,0.7317500177726078,0.5815601291657156,0.5748399662099568
1698,0.1494325369311715,0.6324490431009685,0.4511208300265329
4058,0.3549178346361048,0.049358626930291596,0.9742452071130744
3783,0.08018107273918128,0.7644495288176832,0.30561408294709463
1658,0.4041681768357868,0.9299141776293912,0.09110484014521847
4074,0.3223899804516059,0.2037536315932683,0.8431313114562327
652,0.9133569656458466,0.601536506670251,0.2672719535587352
1643,0.5144587843838846,0.8648648648648649,0.15640769680177144
5084,0.5789612650327267,0.07843845071035085,0.9398096350265528
2429,0.8336823294239263,0.009410139687514208,0.994378762748769
2707,0.7967955915465514,0.7819909022646706,0.1811465378192305
1215,0.5205845809550316,0.7796293581545758,0.2452834251809306
3104,0.6603070853287142,0.5685346231529055,0.46398116376966486
3667,0.6399664845736878,0.25813279502737285,0.7973616211517108
176,0.6907946591200504,0.9700354878324055,0.058912048665961766
4440,0.6819967090419827,0.1685825489698343,0.8523653916971177
1647,0.673641710506439,0.5254762860240978,0.4890213118216679
2067,0.5907717703779259,0.28059091368345185,0.7618543742536695
1326,0.19790480419384843,0.22522522522522523,0.8288984686436859
285,0.026064659254279754,0.8928708046646182,0.15258196407797775
2089,0.5859174260762722,0.4395089042061764,0.5969784570620168
1799,0.7050863997469454,0.6833399428839978,0.30879819465882663
789,0.16588556713345443,0.9529962117002537,0.07144059681102326
523,0.5229584349554475,0.7314679124761678,0.3104917466428074
3369,0.8052406047897284,0.5479743300987331,0.4232374409054663
2921,0.5950068263174328,0.7716081701245693,0.2525876619417574
1436,0.9331411333296247,0.8574103883158332,0.024121274945618065
552,0.4437282164087265,0.7498814909882102,0.2938842638587385
1307,0.30394069292986575,0.10129553709784887,0.9365174147285014
353,0.5601680578900256,0.4205837366293374,0.6065155125945864
1431,0.41407795460929486,0.874078805020375,0.14783297010375449
3379,0.4322134765982347,0.5652322220003854,0.4909317461093738
3873,0.7086837466210304,0.173011007093224,0.8540723703278611
1472,0.9323787092124417,0.6287873561144871,0.14009500249353732
1989,0.650621912707645,0.15835915253297458,0.872591841462341
709,0.5996963187185076,0.9421047429161741,0.06635214292786629
3720,0.8420062040632538,0.2121852442523638,0.8107683747221558
3817,0.34284641586650166,0.40356297757796605,0.659900313652023
3823,0.28010483483998755,0.5003348689353477,0.5671160757817435
149,0.06948864411637509,0.7746555717060709,0.2820576704270094
2007,0.6177417160622999,0.15059261805534074,0.8778572021230449
4190,0.6430586402482358,0.3867974217066014,0.6407242131047922
2253,0.4941675767209516,0.22887649871701254,0.8161809459355812
921,0.2275093655634477,0.23324579332205622,0.8270735600211354
4571,0.9413569816474272,0.08008857536068063,0.7440951587495366
4017,0.8436942020497518,0.1036540112685951,0.8606255659308107
2177,0.04800750384547127,0.4144144144144144,0.6714603959773887
13,0.6642703187019527,0.4251265934081053,0.5895065045720114
1592,0.03729655344723981,0.9237223492144685,0.12109843211229394
2047,0.40039756488902684,0.26482329538790317,0.7913174797153922
3316,0.28245964736018225,0.27226037193805375,0.7927927927927928
3551,0.24050079847039868,0.49019133072544263,0.5871171099184512
1542,0.012426688791262802,0.7749339946616709,0.28800754858294075
4134,0.7704096394337854,0.6164653655133401,0.3507188943305727
